InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
530351,21755,SET 7 BABUSHKA NESTING BOXES,49,2025-09-13 16:29:00,8.5,16085.0,Australia
530362,22698,CREAM CUPID HEARTS COAT HANGER,58,2025-03-13 10:59:00,2.75,17022.0,United Kingdom
530261,21172,CREAM CUPID HEARTS COAT HANGER,30,2025-10-24 14:43:00,2.75,16624.0,Portugal
530232,22457,CREAM CUPID HEARTS COAT HANGER,52,2025-10-12 01:37:00,2.75,16600.0,United Kingdom
530398,22383,WHITE HANGING HEART T-LIGHT HOLDER,20,2025-10-21 00:16:00,2.95,17354.0,Eire
530249,71053,WHITE METAL LANTERN,49,2025-05-29 10:07:00,3.39,12063.0,United Kingdom
530068,22383,WHITE HANGING HEART T-LIGHT HOLDER,51,2025-12-09 23:51:00,2.95,14032.0,Belgium
530043,21172,CREAM CUPID HEARTS COAT HANGER,31,2025-07-25 01:10:00,2.75,15104.0,Belgium
530336,22197,POPCORN HOLDER,54,2025-09-23 04:19:00,0.85,13348.0,Spain
530334,23084,RABBIT NIGHT LIGHT,29,2025-12-15 16:22:00,2.08,13051.0,Belgium
530397,84406B,CREAM CUPID HEARTS COAT HANGER,17,2025-05-01 14:48:00,2.75,14187.0,Belgium
530175,71053,WHITE METAL LANTERN,32,2025-03-06 16:37:00,3.39,14719.0,Belgium
530317,22662,LUNCH BAG SUKI DESIGN,3,2025-11-11 13:17:00,1.65,17238.0,United Kingdom
530252,22197,POPCORN HOLDER,28,2025-08-24 02:55:00,0.85,14564.0,United Kingdom
530007,22662,LUNCH BAG SUKI DESIGN,35,2025-07-13 02:35:00,1.65,14401.0,Belgium
530518,21172,CREAM CUPID HEARTS COAT HANGER,27,2025-08-01 22:53:00,2.75,15636.0,United Kingdom
530257,21212,PACK OF 72 RETROSPOT CAKE CASES,48,2025-04-24 10:49:00,0.55,13377.0,United Kingdom
530230,22383,WHITE HANGING HEART T-LIGHT HOLDER,28,2025-12-07 08:23:00,2.95,13250.0,United Kingdom
530211,21755,SET 7 BABUSHKA NESTING BOXES,29,2025-05-01 11:06:00,8.5,17617.0,Belgium
530318,22197,POPCORN HOLDER,5,2025-07-06 16:51:00,0.85,18143.0,United Kingdom
530469,22698,CREAM CUPID HEARTS COAT HANGER,19,2025-02-07 02:17:00,2.75,13263.0,United Kingdom
530260,21755,SET 7 BABUSHKA NESTING BOXES,12,2025-03-20 20:04:00,8.5,13451.0,Switzerland
530372,22698,CREAM CUPID HEARTS COAT HANGER,59,2025-02-01 22:08:00,2.75,16249.0,United Kingdom
530240,22383,WHITE HANGING HEART T-LIGHT HOLDER,23,2025-04-03 04:36:00,2.95,17384.0,United Kingdom
530193,22197,POPCORN HOLDER,59,2025-09-12 09:49:00,0.85,13885.0,Switzerland
530278,21212,PACK OF 72 RETROSPOT CAKE CASES,12,2025-06-24 15:12:00,0.55,13855.0,United Kingdom
530163,71053,WHITE METAL LANTERN,60,2025-08-13 22:31:00,3.39,12994.0,United Kingdom
530454,85099B,PARTY BUNTING,13,2025-05-10 11:17:00,4.65,15251.0,United Kingdom
530293,22383,WHITE HANGING HEART T-LIGHT HOLDER,60,2025-11-29 10:50:00,2.95,13196.0,United Kingdom
530291,22457,CREAM CUPID HEARTS COAT HANGER,60,2025-08-01 01:25:00,2.75,16112.0,United Kingdom
530345,22197,POPCORN HOLDER,11,2025-08-01 15:29:00,0.85,13671.0,United Kingdom
530484,22383,WHITE HANGING HEART T-LIGHT HOLDER,19,2025-10-22 07:20:00,2.95,15080.0,United Kingdom
530222,22197,POPCORN HOLDER,47,2025-06-04 14:41:00,0.85,12255.0,United Kingdom
530444,21172,CREAM CUPID HEARTS COAT HANGER,36,2025-05-12 15:46:00,2.75,17256.0,United Kingdom
530218,71053,WHITE METAL LANTERN,1,2025-05-02 18:20:00,3.39,12129.0,United Kingdom
530381,21755,SET 7 BABUSHKA NESTING BOXES,13,2025-05-19 17:44:00,8.5,14225.0,United Kingdom
530238,22698,CREAM CUPID HEARTS COAT HANGER,44,2025-01-14 19:59:00,2.75,17388.0,France
530181,21212,PACK OF 72 RETROSPOT CAKE CASES,15,2025-08-11 03:48:00,0.55,17191.0,United Kingdom
530396,20725,LUNCH BAG RED RETROSPOT,12,2025-09-02 10:59:00,1.65,14032.0,United Kingdom
530098,21755,SET 7 BABUSHKA NESTING BOXES,5,2025-07-28 10:34:00,8.5,15816.0,United Kingdom
530091,22662,LUNCH BAG SUKI DESIGN,9,2025-12-08 16:35:00,1.65,16877.0,United Kingdom
530116,85099B,PARTY BUNTING,7,2025-12-17 19:51:00,4.65,12991.0,United Kingdom
530131,22720,POPCORN HOLDER,20,2025-04-29 03:46:00,0.85,13577.0,United Kingdom
530264,85123A,ASSORTED COLOUR BIRD ORNAMENT,5,2025-08-25 14:02:00,1.69,12466.0,United Kingdom
530088,POST,POSTAGE,32,2025-05-05 04:41:00,18.0,17633.0,Australia
530167,22720,POPCORN HOLDER,27,2025-08-30 07:29:00,0.85,16515.0,United Kingdom
530107,22720,POPCORN HOLDER,25,2025-04-19 14:20:00,0.85,14764.0,United Kingdom
530296,21755,SET 7 BABUSHKA NESTING BOXES,54,2025-10-08 23:38:00,8.5,16323.0,United Kingdom
530161,22662,LUNCH BAG SUKI DESIGN,27,2025-04-07 16:23:00,1.65,17100.0,Belgium
530499,71053,WHITE METAL LANTERN,23,2025-06-25 14:50:00,3.39,13694.0,United Kingdom
530347,22457,CREAM CUPID HEARTS COAT HANGER,26,2025-07-09 16:35:00,2.75,12869.0,United Kingdom
530456,85099B,PARTY BUNTING,20,2025-12-01 20:48:00,4.65,12259.0,United Kingdom
530399,22457,CREAM CUPID HEARTS COAT HANGER,45,2025-02-01 21:07:00,2.75,15812.0,United Kingdom
530225,71053,WHITE METAL LANTERN,18,2025-10-08 22:20:00,3.39,15120.0,Eire
530114,22961B,RABBIT NIGHT LIGHT,2,2025-10-22 21:58:00,2.08,15074.0,United Kingdom
530459,22383,WHITE HANGING HEART T-LIGHT HOLDER,37,2025-09-28 01:14:00,2.95,13731.0,United Kingdom
530465,20725,LUNCH BAG RED RETROSPOT,28,2025-02-08 10:38:00,1.65,18299.0,United Kingdom
530072,22720,POPCORN HOLDER,23,2025-07-24 21:53:00,0.85,16392.0,United Kingdom
530226,22698,CREAM CUPID HEARTS COAT HANGER,34,2025-08-21 16:38:00,2.75,15524.0,United Kingdom
530142,21212,PACK OF 72 RETROSPOT CAKE CASES,56,2025-08-08 09:36:00,0.55,17087.0,Spain
530514,POST,POSTAGE,28,2025-09-07 20:34:00,18.0,17680.0,United Kingdom
530408,21755,SET 7 BABUSHKA NESTING BOXES,46,2025-09-08 02:57:00,8.5,16180.0,Eire
530192,21212,PACK OF 72 RETROSPOT CAKE CASES,2,2025-05-21 00:36:00,0.55,17618.0,Eire
530217,71053,WHITE METAL LANTERN,35,2025-03-31 03:42:00,3.39,12211.0,Eire
530197,71053,WHITE METAL LANTERN,6,2025-06-17 23:26:00,3.39,13438.0,Eire
530157,22457,CREAM CUPID HEARTS COAT HANGER,27,2025-06-14 21:06:00,2.75,13317.0,Eire
530188,22662,LUNCH BAG SUKI DESIGN,58,2025-12-13 17:10:00,1.65,12605.0,United Kingdom
530326,21212,PACK OF 72 RETROSPOT CAKE CASES,45,2025-04-13 03:08:00,0.55,12606.0,United Kingdom
530485,22720,POPCORN HOLDER,53,2025-07-06 03:59:00,0.85,16619.0,United Kingdom
530100,22961B,RABBIT NIGHT LIGHT,45,2025-10-22 12:30:00,2.08,Unknown,United Kingdom
530443,71053,WHITE METAL LANTERN,13,2025-04-28 12:36:00,3.39,14013.0,United Kingdom
530498,20725,LUNCH BAG RED RETROSPOT,19,2025-02-13 03:53:00,1.65,17981.0,United Kingdom
530210,21172,CREAM CUPID HEARTS COAT HANGER,40,2025-05-24 01:44:00,2.75,15035.0,United Kingdom
530422,22197,POPCORN HOLDER,16,2025-07-25 14:14:00,0.85,16421.0,United Kingdom
530016,22383,WHITE HANGING HEART T-LIGHT HOLDER,14,2025-07-22 20:29:00,2.95,13170.0,United Kingdom
530455,23084,RABBIT NIGHT LIGHT,24,2025-08-24 18:15:00,2.08,Unknown,United Kingdom
530441,21232,JUMBO BAG VINTAGE DOILY,3,2025-04-24 23:09:00,2.05,12132.0,Portugal
530241,POST,POSTAGE,5,2025-11-21 00:05:00,18.0,18112.0,United Kingdom
530129,85099B,PARTY BUNTING,20,2025-07-08 15:35:00,4.65,16349.0,Eire
530288,22961,JUMBO BAG RED RETROSPOT,60,2025-12-31 16:54:00,2.08,13021.0,United Kingdom
530060,85123A,  ASSORTED COLOUR BIRD ORNAMENT  ,32,2025-01-27 02:40:00,1.69,15469.0,United Kingdom
530214,22698,CREAM CUPID HEARTS COAT HANGER,2,2025-06-20 07:08:00,2.75,18446.0,United Kingdom
530006,20725,LUNCH BAG RED RETROSPOT,23,2025-11-06 08:51:00,1.65,12355.0,United Kingdom
530266,22698,CREAM CUPID HEARTS COAT HANGER,39,2025-07-16 14:37:00,2.75,16540.0,United Kingdom
530219,22423,REGENCY CAKESTAND 3 TIER,17,2025-03-06 23:26:00,12.75,16309.0,United Kingdom
530062,22423,REGENCY CAKESTAND 3 TIER,48,2025-10-10 22:27:00,12.75,16594.0,United Kingdom
530327,22662,LUNCH BAG SUKI DESIGN,12,2025-02-14 21:54:00,1.65,14618.0,United Kingdom
530146,22197,POPCORN HOLDER,15,2025-12-28 09:44:00,0.85,15719.0,United Kingdom
530119,21172,CREAM CUPID HEARTS COAT HANGER,7,2025-07-05 20:57:00,2.75,15766.0,United Kingdom
530433,21755,SET 7 BABUSHKA NESTING BOXES,4,2025-07-13 21:38:00,8.5,16939.0,United Kingdom
530506,21232,JUMBO BAG VINTAGE DOILY,25,2025-12-27 06:13:00,2.05,14280.0,United Kingdom
530223,22197,POPCORN HOLDER,31,2025-08-07 21:06:00,0.85,16016.0,United Kingdom
530343,84406B,CREAM CUPID HEARTS COAT HANGER,32,2025-05-29 20:19:00,2.75,15956.0,United Kingdom
530001,20725,LUNCH BAG RED RETROSPOT,44,2025-02-14 18:27:00,1.65,12260.0,United Kingdom
530190,22720,POPCORN HOLDER,30,2025-04-12 12:54:00,0.85,15958.0,United Kingdom
530010,20725,LUNCH BAG RED RETROSPOT,25,2025-08-21 20:53:00,1.65,14988.0,United Kingdom
530102,22961,JUMBO BAG RED RETROSPOT,52,2025-04-23 15:14:00,2.08,14235.0,Switzerland
530081,22423,REGENCY CAKESTAND 3 TIER,40,2025-06-04 12:35:00,12.75,12003.0,Portugal
530183,22197,POPCORN HOLDER,21,2025-05-31 11:23:00,0.85,15528.0,United Kingdom
530333,85123A,ASSORTED COLOUR BIRD ORNAMENT,27,2025-10-22 02:08:00,1.69,14597.0,United Kingdom
530410,22662,LUNCH BAG SUKI DESIGN,37,2025-10-14 14:43:00,1.65,14524.0,United Kingdom
530152,22662,LUNCH BAG SUKI DESIGN,6,2025-01-21 13:47:00,1.65,14640.0,Belgium
530050,22197,POPCORN HOLDER,40,2025-08-03 21:37:00,0.85,16630.0,United Kingdom
530034,22197,POPCORN HOLDER,15,2025-01-17 10:04:00,0.85,16211.0,United Kingdom
530108,POST,POSTAGE,18,2025-05-10 02:30:00,18.0,12158.0,United Kingdom
530194,22698,CREAM CUPID HEARTS COAT HANGER,52,2025-04-23 20:12:00,2.75,17086.0,United Kingdom
530139,22197,POPCORN HOLDER,10,2025-10-16 09:05:00,0.85,14033.0,United Kingdom
530378,22720,POPCORN HOLDER,19,2025-10-21 21:34:00,0.85,15110.0,United Kingdom
530374,22383,WHITE HANGING HEART T-LIGHT HOLDER,12,2025-09-30 10:34:00,2.95,14902.0,United Kingdom
530329,22423,REGENCY CAKESTAND 3 TIER,46,2025-07-05 16:14:00,12.75,12994.0,United Kingdom
530111,22698,CREAM CUPID HEARTS COAT HANGER,10,2025-03-06 15:42:00,2.75,12937.0,United Kingdom
530035,85099B,PARTY BUNTING,18,2025-04-20 17:08:00,4.65,17925.0,United Kingdom
530476,85099B,PARTY BUNTING,37,2025-03-28 21:24:00,4.65,13388.0,United Kingdom
530164,84406B,CREAM CUPID HEARTS COAT HANGER,41,2025-05-03 22:10:00,2.75,14545.0,Switzerland
530442,22720,POPCORN HOLDER,36,2025-10-24 23:26:00,0.85,14418.0,Eire
530273,21212,PACK OF 72 RETROSPOT CAKE CASES,17,2025-03-18 10:05:00,0.55,16773.0,Switzerland
530026,22423,REGENCY CAKESTAND 3 TIER,35,2025-01-01 19:20:00,12.75,16002.0,United Kingdom
530195,22720,POPCORN HOLDER,44,2025-11-18 03:57:00,0.85,17140.0,United Kingdom
530269,23084,RABBIT NIGHT LIGHT,33,2025-01-21 07:45:00,2.08,15586.0,United Kingdom
530358,22720,POPCORN HOLDER,53,2025-03-02 04:06:00,0.85,15226.0,Australia
530099,21232,JUMBO BAG VINTAGE DOILY,4,2025-08-04 12:57:00,2.05,18306.0,United Kingdom
530297,21232,JUMBO BAG VINTAGE DOILY,8,2025-05-02 09:07:00,2.05,12391.0,United Kingdom
530473,22961,JUMBO BAG RED RETROSPOT,33,2025-02-22 00:05:00,2.08,14899.0,United Kingdom
530461,22961,JUMBO BAG RED RETROSPOT,37,2025-04-02 10:01:00,2.08,13697.0,United Kingdom
530325,20725,LUNCH BAG RED RETROSPOT,17,2025-12-27 14:13:00,1.65,17012.0,United Kingdom
530070,85099B,PARTY BUNTING,13,2025-06-29 09:52:00,4.65,13864.0,United Kingdom
530172,22961,JUMBO BAG RED RETROSPOT,25,2025-06-14 06:44:00,2.08,13956.0,United Kingdom
530481,84406B,CREAM CUPID HEARTS COAT HANGER,26,2025-11-14 12:51:00,2.75,14699.0,United Kingdom
530302,22457,CREAM CUPID HEARTS COAT HANGER,5,2025-10-06 16:50:00,2.75,16158.0,United Kingdom
530314,21232,JUMBO BAG VINTAGE DOILY,6,2025-11-05 05:34:00,2.05,14406.0,United Kingdom
530080,22961,JUMBO BAG RED RETROSPOT,9,2025-08-04 21:24:00,2.08,17548.0,United Kingdom
530467,22662,LUNCH BAG SUKI DESIGN,32,2025-07-02 17:24:00,1.65,15537.0,United Kingdom
530470,POST,POSTAGE,46,2025-07-19 10:23:00,18.0,12872.0,United Kingdom
530365,22961B,RABBIT NIGHT LIGHT,20,2025-01-09 11:21:00,2.08,17519.0,United Kingdom
530308,22197,POPCORN HOLDER,19,2025-01-23 06:56:00,0.85,12343.0,United Kingdom
530126,22720,POPCORN HOLDER,36,2025-09-22 06:05:00,0.85,13977.0,United Kingdom
530228,22961,JUMBO BAG RED RETROSPOT,47,2025-08-09 14:56:00,2.08,13871.0,United Kingdom
530056,22662,LUNCH BAG SUKI DESIGN,54,2025-12-27 09:39:00,1.65,17357.0,United Kingdom
530253,22961B,RABBIT NIGHT LIGHT,28,2025-07-27 22:40:00,2.08,15421.0,Netherlands
530037,21755,SET 7 BABUSHKA NESTING BOXES,7,2025-12-04 13:22:00,8.5,15469.0,United Kingdom
530066,20725,LUNCH BAG RED RETROSPOT,23,2025-07-28 19:47:00,1.65,13266.0,France
530375,22720,POPCORN HOLDER,40,2025-04-09 07:17:00,0.85,16571.0,United Kingdom
530012,23084,RABBIT NIGHT LIGHT,39,2025-10-01 23:15:00,2.08,13338.0,United Kingdom
530097,23084,RABBIT NIGHT LIGHT,9,2025-04-29 12:44:00,2.08,13251.0,United Kingdom
530130,22457,CREAM CUPID HEARTS COAT HANGER,28,2025-06-19 11:44:00,2.75,15717.0,Germany
530504,21232,JUMBO BAG VINTAGE DOILY,30,2025-07-27 20:11:00,2.05,13526.0,United Kingdom
530480,22698,CREAM CUPID HEARTS COAT HANGER,40,2025-08-23 03:08:00,2.75,14495.0,United Kingdom
530084,21172,CREAM CUPID HEARTS COAT HANGER,51,2025-12-04 02:18:00,2.75,16222.0,United Kingdom
530418,22961,JUMBO BAG RED RETROSPOT,28,2025-07-14 07:15:00,2.08,15773.0,United Kingdom
530411,84406B,CREAM CUPID HEARTS COAT HANGER,26,2025-01-02 23:13:00,2.75,16737.0,United Kingdom
530174,21172,CREAM CUPID HEARTS COAT HANGER,46,2025-07-17 21:50:00,2.75,17341.0,United Kingdom
530149,22720,POPCORN HOLDER,53,2025-02-06 01:10:00,0.85,18493.0,United Kingdom
530101,22457,CREAM CUPID HEARTS COAT HANGER,20,2025-08-03 17:47:00,2.75,18018.0,United Kingdom
530471,23084,RABBIT NIGHT LIGHT,1,2025-08-16 11:48:00,2.08,14209.0,United Kingdom
530483,22383,WHITE HANGING HEART T-LIGHT HOLDER,39,2025-09-03 10:11:00,2.95,15262.0,United Kingdom
530403,22698,CREAM CUPID HEARTS COAT HANGER,24,2025-12-26 17:58:00,2.75,15857.0,United Kingdom
530478,22423,REGENCY CAKESTAND 3 TIER,28,2025-08-04 09:30:00,12.75,18411.0,United Kingdom
530212,22457,CREAM CUPID HEARTS COAT HANGER,35,2025-02-01 12:17:00,2.75,13554.0,United Kingdom
530076,21755,SET 7 BABUSHKA NESTING BOXES,17,2025-12-29 13:00:00,8.5,16259.0,United Kingdom
530457,23084,RABBIT NIGHT LIGHT,26,2025-07-13 17:30:00,2.08,12459.0,United Kingdom
530147,23084,RABBIT NIGHT LIGHT,44,2025-05-16 20:37:00,2.08,17416.0,United Kingdom
530350,21232,JUMBO BAG VINTAGE DOILY,16,2025-06-17 18:46:00,2.05,14561.0,United Kingdom
530413,22197,POPCORN HOLDER,60,2025-08-30 01:18:00,0.85,15349.0,United Kingdom
530236,85099B,PARTY BUNTING,55,2025-06-29 17:23:00,4.65,12941.0,United Kingdom
530113,22423,REGENCY CAKESTAND 3 TIER,39,2025-02-28 05:19:00,12.75,12885.0,Switzerland
530176,20725,LUNCH BAG RED RETROSPOT,56,2025-02-21 16:58:00,1.65,Unknown,Switzerland
530227,20725,LUNCH BAG RED RETROSPOT,51,2025-12-02 20:56:00,1.65,18299.0,Switzerland
530468,22423,REGENCY CAKESTAND 3 TIER,44,2025-12-05 12:05:00,12.75,18325.0,Eire
530052,85099B,PARTY BUNTING,17,2025-03-09 21:41:00,4.65,14457.0,United Kingdom
530027,84406B,CREAM CUPID HEARTS COAT HANGER,8,2025-06-07 07:03:00,2.75,13973.0,United Kingdom
530419,22457,CREAM CUPID HEARTS COAT HANGER,10,2025-04-07 23:48:00,2.75,12924.0,United Kingdom
530500,85123A,ASSORTED COLOUR BIRD ORNAMENT,31,2025-09-01 03:28:00,1.69,17914.0,United Kingdom
530064,22457,CREAM CUPID HEARTS COAT HANGER,38,2025-03-17 13:08:00,2.75,12342.0,Germany
530109,22961,JUMBO BAG RED RETROSPOT,4,2025-04-25 20:04:00,2.08,Unknown,United Kingdom
530155,22423,REGENCY CAKESTAND 3 TIER,31,2025-11-30 14:58:00,12.75,14278.0,United Kingdom
530370,22961B,RABBIT NIGHT LIGHT,45,2025-04-08 00:28:00,2.08,14569.0,United Kingdom
530110,22197,POPCORN HOLDER,49,2025-05-07 06:53:00,0.85,12166.0,United Kingdom
530038,21232,JUMBO BAG VINTAGE DOILY,30,2025-12-11 20:41:00,2.05,12806.0,United Kingdom
530105,84406B,CREAM CUPID HEARTS COAT HANGER,59,2025-10-31 18:42:00,2.75,12222.0,United Kingdom
530231,21172,CREAM CUPID HEARTS COAT HANGER,5,2025-02-13 02:27:00,2.75,12791.0,United Kingdom
530166,22662,LUNCH BAG SUKI DESIGN,8,2025-09-13 22:18:00,1.65,16168.0,United Kingdom
530440,22662,LUNCH BAG SUKI DESIGN,7,2025-06-13 06:23:00,1.65,14563.0,United Kingdom
530513,71053,WHITE METAL LANTERN,33,2025-08-03 19:08:00,3.39,16708.0,United Kingdom
530075,22383,WHITE HANGING HEART T-LIGHT HOLDER,28,2025-09-19 03:24:00,2.95,16723.0,Switzerland
530312,21232,JUMBO BAG VINTAGE DOILY,57,2025-08-14 12:21:00,2.05,13530.0,United Kingdom
530281,22698,CREAM CUPID HEARTS COAT HANGER,9,2025-07-12 04:10:00,2.75,13481.0,Belgium
530121,22961,JUMBO BAG RED RETROSPOT,50,2025-08-27 13:52:00,2.08,17988.0,United Kingdom
530282,22698,CREAM CUPID HEARTS COAT HANGER,52,2025-08-13 01:26:00,2.75,14984.0,United Kingdom
530295,21172,CREAM CUPID HEARTS COAT HANGER,29,2025-01-03 02:01:00,2.75,14096.0,Australia
530069,22720,POPCORN HOLDER,11,2025-07-15 01:54:00,0.85,15855.0,United Kingdom
530160,20725,LUNCH BAG RED RETROSPOT,50,2025-09-21 00:42:00,1.65,16444.0,United Kingdom
530404,22961,JUMBO BAG RED RETROSPOT,52,2025-05-07 21:48:00,2.08,16880.0,United Kingdom
530287,22698,CREAM CUPID HEARTS COAT HANGER,9,2025-01-27 20:30:00,2.75,15040.0,United Kingdom
530058,22720,POPCORN HOLDER,8,2025-10-11 04:17:00,0.85,14308.0,United Kingdom
530379,POST,POSTAGE,53,2025-03-16 09:02:00,18.0,14356.0,United Kingdom
530384,21172,CREAM CUPID HEARTS COAT HANGER,7,2025-01-03 17:59:00,2.75,13293.0,United Kingdom
530208,71053,WHITE METAL LANTERN,25,2025-07-09 21:47:00,3.39,17705.0,United Kingdom
530057,85123A,ASSORTED COLOUR BIRD ORNAMENT,1,2025-06-03 21:06:00,1.69,13100.0,Germany
530087,23084,RABBIT NIGHT LIGHT,30,2025-11-19 18:12:00,2.08,17884.0,United Kingdom
530170,21212,PACK OF 72 RETROSPOT CAKE CASES,47,2025-10-28 18:42:00,0.55,16011.0,United Kingdom
530324,84406B,CREAM CUPID HEARTS COAT HANGER,48,2025-09-13 16:24:00,2.75,16601.0,United Kingdom
530458,84406B,CREAM CUPID HEARTS COAT HANGER,45,2025-02-12 15:54:00,2.75,15554.0,United Kingdom
530388,22197,POPCORN HOLDER,59,2025-08-02 05:59:00,0.85,12297.0,United Kingdom
530392,85123A,ASSORTED COLOUR BIRD ORNAMENT,30,2025-04-09 03:21:00,1.69,13331.0,United Kingdom
530092,22383,WHITE HANGING HEART T-LIGHT HOLDER,49,2025-11-10 23:57:00,2.95,16135.0,United Kingdom
530199,22423,REGENCY CAKESTAND 3 TIER,17,2025-06-01 23:55:00,12.75,14774.0,United Kingdom
530106,23084,RABBIT NIGHT LIGHT,42,2025-03-11 14:11:00,2.08,12411.0,United Kingdom
530029,71053,WHITE METAL LANTERN,9,2025-10-09 05:16:00,3.39,16322.0,United Kingdom
530319,22423,REGENCY CAKESTAND 3 TIER,2,2025-11-08 21:50:00,12.75,15589.0,United Kingdom
530191,20725,LUNCH BAG RED RETROSPOT,16,2025-10-20 11:36:00,1.65,14423.0,United Kingdom
530280,22961,JUMBO BAG RED RETROSPOT,54,2025-01-20 21:21:00,2.08,Unknown,United Kingdom
530245,21232,JUMBO BAG VINTAGE DOILY,32,2025-08-15 13:17:00,2.05,13765.0,Switzerland
530017,22720,POPCORN HOLDER,9,2025-10-15 17:16:00,0.85,18119.0,United Kingdom
530272,22383,WHITE HANGING HEART T-LIGHT HOLDER,5,2025-02-18 17:43:00,2.95,15166.0,United Kingdom
530002,84406B,CREAM CUPID HEARTS COAT HANGER,6,2025-04-30 16:38:00,2.75,12217.0,United Kingdom
530059,22698,CREAM CUPID HEARTS COAT HANGER,14,2025-04-15 21:40:00,2.75,14162.0,United Kingdom
530242,85123A,ASSORTED COLOUR BIRD ORNAMENT,14,2025-08-03 14:21:00,1.69,13289.0,United Kingdom
530063,84406B,CREAM CUPID HEARTS COAT HANGER,8,2025-12-20 04:34:00,2.75,12295.0,United Kingdom
530025,21212,PACK OF 72 RETROSPOT CAKE CASES,54,2025-11-08 06:09:00,0.55,15063.0,United Kingdom
530383,85123A,ASSORTED COLOUR BIRD ORNAMENT,15,2025-01-27 03:26:00,1.69,14705.0,United Kingdom
530493,22457,CREAM CUPID HEARTS COAT HANGER,11,2025-01-23 18:41:00,2.75,17549.0,Australia
530486,21755,SET 7 BABUSHKA NESTING BOXES,38,2025-04-03 21:49:00,8.5,16506.0,United Kingdom
530020,22423,REGENCY CAKESTAND 3 TIER,51,2025-11-02 02:24:00,12.75,15126.0,United Kingdom
530310,21172,CREAM CUPID HEARTS COAT HANGER,17,2025-11-28 06:18:00,2.75,14924.0,United Kingdom
530187,22662,LUNCH BAG SUKI DESIGN,41,2025-08-24 08:42:00,1.65,12076.0,United Kingdom
530207,21212,PACK OF 72 RETROSPOT CAKE CASES,32,2025-02-19 07:56:00,0.55,16403.0,United Kingdom
530311,22197,POPCORN HOLDER,56,2025-05-20 03:51:00,0.85,15014.0,United Kingdom
530426,21212,PACK OF 72 RETROSPOT CAKE CASES,18,2025-10-13 18:56:00,0.55,18022.0,United Kingdom
530373,21755,SET 7 BABUSHKA NESTING BOXES,36,2025-12-06 15:33:00,8.5,15086.0,United Kingdom
530104,POST,POSTAGE,47,2025-08-28 04:39:00,18.0,16375.0,United Kingdom
530274,71053,WHITE METAL LANTERN,59,2025-06-08 20:44:00,3.39,17424.0,United Kingdom
530323,22457,CREAM CUPID HEARTS COAT HANGER,26,2025-11-29 08:15:00,2.75,12929.0,United Kingdom
530305,20725,LUNCH BAG RED RETROSPOT,50,2025-06-20 04:02:00,1.65,14886.0,Eire
530036,22961B,RABBIT NIGHT LIGHT,37,2025-05-05 15:51:00,2.08,15334.0,United Kingdom
530279,71053,WHITE METAL LANTERN,10,2025-06-01 03:32:00,3.39,18315.0,United Kingdom
530019,85123A,ASSORTED COLOUR BIRD ORNAMENT,32,2025-01-25 03:09:00,1.69,17140.0,United Kingdom
530394,21212,PACK OF 72 RETROSPOT CAKE CASES,37,2025-03-31 19:54:00,0.55,17232.0,United Kingdom
530475,84406B,CREAM CUPID HEARTS COAT HANGER,19,2025-07-18 02:46:00,2.75,16583.0,United Kingdom
